PID,Process Name,CPU Usage (%)
15845,code,1.9999999999997444
3545,gnome-shell,0.9999999999990905
5545,code,0.6999999999999762
117966,python,0.20000000000000018
4164,VBoxClient,0.19999999999999576
5367,code,0.19999999999988916
5485,code,0.19999999999988916
71894,kworker/0:1-events,0.1000000000000023
113593,kworker/u12:3-writeback,0.10000000000000009
2002,VBoxService,0.10000000000000009
